TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-01-2021,18.6,24,20.4,89,1.3,0,3,330,0,C 
02-01-2021,18.6,25,21.4,86,14,0.5,4,330,1,C 
03-01-2021,18.8,26.6,21.9,79,21.6,1.5,2,260,0,C 
04-01-2021,19,24.5,20.9,87,2,2.5,3,300,0,C 
05-01-2021,18.8,24.6,20,93,8,0,4,320,0,C 
06-01-2021,18.8,24.3,20.6,93,3.6,0,2,280,0,C 
07-01-2021,19.2,24,21.1,88,23.8,0.5,3,300,1,C 
08-01-2021,19.2,24.1,21.6,88,2.4,1.3,2,310,0,C 
09-01-2021,19.2,24.2,20,93,3.2,0.8,3,310,0,C 
10-01-2021,18.8,23.9,21.3,88,40.9,0.2,1,300,0,C 
11-01-2021,-,23.5,21.1,90,2,0,2,290,0,C 
12-01-2021,-,22.7,20.4,94,0,0.2,4,320,0,C 
13-01-2021,18.8,24,20.7,89,21.7,0,3,280,1,C 
14-01-2021,18.8,23,20.6,94,0.8,1.5,3,290,1,C 
15-01-2021,18.8,24.6,21.1,88,6.8,0.1,2,340,0,C 
16-01-2021,17.7,26.4,21.8,81,0,0.5,2,210,0,C 
17-01-2021,-,25,20.6,86,0,1.5,3,310,0,C 
18-01-2021,-,22,19.7,95,8888,0.5,4,320,2,NW
19-01-2021,17.4,19.4,18.3,98,70,0,4,300,0,C 
20-01-2021,17.4,20.5,19.7,98,29.9,0,2,260,0,C 
21-01-2021,19,21.4,20.2,98,12,0,3,330,0,C 
22-01-2021,19,23.2,20.7,91,11.4,0,4,330,0,C 
23-01-2021,19,25.2,21.3,81,0.3,0.1,1,290,0,C 
24-01-2021,-,22.2,19.8,93,0,3.3,3,300,0,C 
25-01-2021,18.6,24.9,21.2,88,20.1,0,4,300,1,C 
26-01-2021,18.5,23.7,20.6,91,8.7,2.3,2,280,1,C 
27-01-2021,-,22.8,20.7,86,2,2.2,4,340,1,C 
28-01-2021,19.2,23.6,19.7,94,1.8,0,3,300,0,C 
29-01-2021,18.8,23.7,19.6,94,45,0,3,300,0,C 
30-01-2021,18.6,20.3,19.3,97,5.2,0,3,320,1,C 
31-01-2021,19,20.5,19.5,98,25.5,0,3,320,1,C 
01-02-2021,18.8,22.5,20.4,92,3.1,0,3,330,0,C 
02-02-2021,19.3,22.4,20.5,96,3.3,1,3,290,0,C 
03-02-2021,-,22.7,19.8,97,17.3,0.4,3,260,0,C 
04-02-2021,19.2,21.5,19.5,98,13,0,4,290,0,C 
05-02-2021,18.9,21.6,19.9,97,50.7,0.1,3,270,0,C 
06-02-2021,19.2,21.2,20,97,57,0,4,270,1,C 
07-02-2021,19.2,21.1,19.6,100,104.4,0.3,0,0,0,C 
08-02-2021,19.3,22.2,20.5,96,124,0,5,270,0,C 
09-02-2021,19,22.5,20.1,96,14.7,0,2,270,0,C 
10-02-2021,19.5,22.6,20.8,93,4.8,0,2,270,0,C 
11-02-2021,18.2,26.2,20.8,88,10.3,0,4,320,1,C 
12-02-2021,19.1,25.5,21.5,86,0.8,6.6,5,310,1,C 
13-02-2021,18.7,23.6,20.7,94,5.7,7.8,2,320,0,C 
14-02-2021,19.4,23.9,21.4,93,0.3,1.9,4,310,0,C 
15-02-2021,19,23.8,21.1,92,7,0.1,3,310,0,C 
16-02-2021,19.4,23.7,20.6,96,7,1.3,2,310,0,C 
17-02-2021,18.6,24.7,20.7,89,10.1,0.7,2,310,1,C 
18-02-2021,18.8,25,20.9,87,0.9,1.8,5,320,1,C 
19-02-2021,18.4,19.4,18.7,99,26,2.8,4,290,1,C 
20-02-2021,18.2,20,19.4,98,59,0,6,330,2,N 
21-02-2021,18.6,22.2,20.2,94,40.7,0,2,270,0,C 
21-02-2021,18.6,22.2,20.2,94,40.7,0,2,270,0,C 
22-02-2021,18.8,25.4,21,91,0,0.5,4,330,1,C 
23-02-2021,17.2,26.2,20.8,78,31.7,4.5,5,360,1,W 
24-02-2021,17.6,23,20.8,90,5.2,6.9,3,330,1,C 
25-02-2021,19,22.4,20,96,22.5,0.2,4,340,1,C 
26-02-2021,17.8,23.4,20.7,90,66.2,0.1,3,290,0,C 
27-02-2021,18.6,24.6,21.4,88,1.4,1.8,3,320,0,C 
28-02-2021,19.2,27,22.5,78,0,1.7,3,330,0,C 
01-03-2021,20,27.9,23.2,76,8888,6.1,4,360,1,C 
02-03-2021,20.1,24.7,21.9,88,8888,6.4,3,300,0,C 
03-03-2021,19.5,25.4,20.9,93,2.1,1.3,5,320,1,C 
04-03-2021,18.6,26.5,21.6,89,36.5,4.2,3,290,1,C 
05-03-2021,19.2,28,22.1,83,1.2,1.5,3,330,0,C 
06-03-2021,18.5,25.2,20.9,86,2.5,5,2,300,0,C 
07-03-2021,-,27,21,86,3.8,3.3,3,300,0,C 
08-03-2021,18.6,24.6,20.8,90,2.2,3.8,3,342,0,C 
09-03-2021,18.4,24.8,21.4,78,0.6,3.3,2,296,0,C 
10-03-2021,18.5,23.6,21,88,0,1.5,3,310,1,C 
11-03-2021,18.4,24.1,20.6,90,16.8,1,3,340,0,C 
12-03-2021,18.4,24.6,21.1,88,0,5,3,310,0,C 
13-03-2021,-,26,21.3,74,0.5,3.6,4,320,1,C 
14-03-2021,18.1,27.1,21.6,77,8888,5.5,4,280,1,C 
15-03-2021,18.5,25.6,21.5,82,8888,6.3,3,290,0,C 
16-03-2021,19,26.1,20.8,84,19.1,2,0,0,0,C 
17-03-2021,19,26.1,21.6,80,0.5,2.7,0,290,0,C 
17-03-2021,19,26.1,21.6,80,0.5,2.7,0,290,0,C 
18-03-2021,18.9,25.1,21,92,10.6,4,0,0,0,C 
19-03-2021,18.5,24.8,21.5,88,30.7,1.9,3,360,0,C 
20-03-2021,18.4,25,21.3,84,0.6,2.7,3,320,0,C 
21-03-2021,18.7,27.8,22.2,82,0,2.9,3,320,1,C 
22-03-2021,19.4,26.4,22,80,8888,5.9,3,300,0,C 
23-03-2021,19,27.4,22,82,1,4.5,3,270,0,C 
24-03-2021,19.4,25.6,22,83,8888,5.4,4,140,1,C 
25-03-2021,19.8,26.7,21.3,87,2.9,1.2,3,50,1,C 
26-03-2021,18.4,28,22.3,84,21.3,4.6,3,310,1,C 
27-03-2021,19,24.6,21.3,88,0,9.1,3,310,0,C 
28-03-2021,19,28.2,22.4,88,30.7,2,2,300,0,C 
29-03-2021,19.4,25.6,22.2,89,1,5.2,4,310,1,C 
30-03-2021,20.2,25,21.8,90,0.1,2.9,2,300,0,C 
31-03-2021,19.3,24.9,21.6,90,2.7,0.4,2,320,0,C 
01-04-2021,19.5,24.6,21.3,84,48.5,2,2,320,0,C 
02-04-2021,18.8,25,22.1,82,0.2,0.2,2,320,0,C 
03-04-2021,19.3,23.4,20.6,89,21,1,2,160,0,C 
04-04-2021,19.8,25.5,22.4,86,5.1,0,2,90,0,C 
05-04-2021,19.2,24.2,21,85,4.1,2.3,3,190,1,C 
06-04-2021,19.6,25.1,21.4,87,5.7,0.5,5,310,1,C 
07-04-2021,19.6,24.1,20.5,92,0,1,3,300,1,C 
08-04-2021,19.1,26,21.7,80,13,1.3,5,340,1,C 
09-04-2021,19.2,25,22,85,1.9,8.1,2,330,0,C 
10-04-2021,19.2,25.3,21.5,86,0.4,3.1,4,300,0,C 
11-04-2021,19.6,26.7,20.9,91,8888,4.5,3,290,0,C 
12-04-2021,18,26.7,21.3,81,79.1,3.8,3,270,0,C 
13-04-2021,18,25.6,21.2,89,7.8,4.6,3,300,0,C 
14-04-2021,18.7,25.7,20.6,92,18.5,4,3,320,0,C 
15-04-2021,18.9,24.1,20.1,91,23,3.8,2,320,0,C 
16-04-2021,18.9,25.1,21.1,92,25.4,2.4,2,300,0,C 
17-04-2021,18.9,25,21.5,92,12.2,3,3,280,0,C 
18-04-2021,19.6,26.2,21.9,89,18.4,3.8,2,280,0,C 
19-04-2021,18.7,25.3,21.3,92,21.2,1.2,2,330,0,C 
20-04-2021,19,24.6,21.2,90,3.3,3.3,2,300,0,C 
21-04-2021,18,26.8,21.7,80,3.6,3.8,3,310,1,C 
22-04-2021,18.2,26.6,21.2,78,2.4,8.4,4,310,1,C 
23-04-2021,18,27.4,21.5,79,0.2,7,3,90,1,C 
24-04-2021,17.9,26.2,21.4,77,0,8.8,3,290,0,C 
25-04-2021,18.3,26.3,22.1,77,0,5.6,3,290,1,C 
26-04-2021,19.4,26.1,22.3,80,0,5.8,2,360,0,C 
27-04-2021,19.4,27,22.8,83,8888,5.8,3,270,1,C 
28-04-2021,20.2,25.2,21.6,93,0.5,7.5,4,290,0,C 
29-04-2021,18.6,26.2,21.7,87,42.7,1.9,4,310,1,C 
30-04-2021,18.2,25.8,20.8,87,8888,8.4,4,330,1,C 
01-05-2021,18.9,28.7,22.4,85,8.8,4.8,3,300,1,C 
02-05-2021,19.2,27.2,22.8,82,7.3,6.5,2,70,0,C 
03-05-2021,19.3,27.9,22.7,82,0,6.7,3,50,1,C 
04-05-2021,18.6,27,22.1,77,0,6,3,300,1,C 
05-05-2021,19.2,25.9,21.5,92,0,6.6,3,300,0,C 
06-05-2021,20.2,24.6,21.6,94,13.5,1.8,2,270,0,C 
07-05-2021,18.7,26.6,22.1,91,1.8,1.8,3,300,0,C 
08-05-2021,19.6,26.4,22.2,90,8888,5.1,3,330,1,C 
09-05-2021,20,27.3,22.3,85,1,2.8,3,320,0,C 
10-05-2021,19.8,25.8,22.3,88,0.2,4.4,3,330,0,C 
11-05-2021,19.3,29,23.1,76,0,4.5,3,290,1,C 
12-05-2021,19.4,26.4,22.2,88,0,6,4,300,0,C 
13-05-2021,19.6,28,22.4,82,8888,3.2,3,340,0,C 
14-05-2021,19.9,26.3,22.5,83,0,6.5,2,310,0,C 
15-05-2021,19.6,26.8,22.6,82,0,2,2,290,1,C 
16-05-2021,20,26.4,22.4,90,0.8,4.7,2,290,0,C 
17-05-2021,20.4,26.8,22.7,89,14.6,2.7,3,300,0,C 
18-05-2021,18.4,26.4,21.1,88,25.7,4.6,2,280,0,C 
19-05-2021,18.4,26.9,22.4,87,0,1.6,3,320,0,C 
20-05-2021,19.6,26.8,22.4,84,0,6.6,3,300,1,C 
21-05-2021,19.8,26.4,22.3,87,8888,6.2,2,350,0,C 
22-05-2021,20.2,26,21.8,88,8888,4.2,2,270,0,C 
22-05-2021,20.2,26,21.8,88,8888,4.2,2,270,0,C 
23-05-2021,19.4,26.6,22,87,5.9,2.3,4,310,1,C 
24-05-2021,19.6,27.6,22.6,87,8888,6.5,3,280,1,C 
25-05-2021,19.6,26.4,22.9,82,11.3,6.1,2,330,0,C 
26-05-2021,19,28.6,23.2,76,0,5.7,4,70,1,C 
27-05-2021,19.8,29,24.4,72,0,9.1,5,350,1,C 
28-05-2021,19.8,28.8,23.2,79,0,8.8,2,160,0,C 
29-05-2021,20.2,24.4,21.2,94,3,7,3,290,0,C 
30-05-2021,19.2,25.6,21.9,91,17.8,0.3,3,320,0,C 
31-05-2021,19.8,26.5,22.4,90,3.6,3.7,4,310,1,C 
01-06-2021,19.3,26.8,22.6,89,1.6,1.9,0,0,0,C 
02-06-2021,19.6,26.8,21.8,89,0.3,3.1,4,280,0,C 
03-06-2021,19.5,25.5,22.4,89,29.2,3.9,3,300,0,C 
04-06-2021,20,26.8,22.7,90,0,3,3,300,0,C 
05-06-2021,18.8,27,22.2,78,8888,3.1,4,300,1,C 
06-06-2021,19,26.9,22.3,84,0,7.9,2,280,0,C 
07-06-2021,18.6,26.8,21.9,85,4,7,2,340,0,C 
08-06-2021,18.6,27.4,22.4,83,0,6.3,3,290,1,C 
09-06-2021,19.2,25.4,21.4,90,0.4,5.8,3,270,1,C 
10-06-2021,19.6,25.4,21.8,92,0.1,2.8,2,280,0,C 
11-06-2021,18.4,25.3,21.1,87,8888,1.1,3,310,0,C 
12-06-2021,18.5,27,21.8,88,25.8,3.6,2,280,0,C 
13-06-2021,18.8,26.4,21.7,91,25.8,6.5,2,350,0,C 
14-06-2021,18.8,25.7,21.5,82,8888,5,11,120,1,C 
15-06-2021,19.2,26.1,21.4,88,0,3.9,2,280,0,C 
16-06-2021,18.3,28.2,22.5,80,4.3,1.5,3,80,1,C 
17-06-2021,18.4,25.9,20.7,90,6,6.8,3,320,0,C 
18-06-2021,19,25.3,21,90,6,0.8,4,320,0,C 
19-06-2021,18.7,22.7,20.4,95,16.5,2.4,2,320,0,C 
20-06-2021,18.4,24.6,19.9,94,0.5,0,4,260,0,C 
21-06-2021,17.8,24.2,19.4,92,36.3,1.5,3,290,0,C 
22-06-2021,17.8,25.3,20.6,88,28.1,2.2,3,300,0,C 
23-06-2021,18.2,24,20.6,91,55.8,4,0,340,0,C 
24-06-2021,18.4,23.4,20.5,93,0.2,0.3,3,160,0,C 
25-06-2021,18,26.2,21.4,88,8888,0,3,260,1,C 
26-06-2021,18.5,26.2,21.4,88,1.4,4.3,2,310,0,C 
27-06-2021,18.8,25.2,21.1,87,6,4.5,3,310,0,C 
28-06-2021,18.2,25.4,21.2,88,4.9,5.2,3,300,0,C 
29-06-2021,18.6,27.2,21.5,88,0,2.5,3,300,1,C 
30-06-2021,18.4,24.5,21,91,4.4,5.7,4,320,0,C 
01-07-2021,18.6,24,20.3,92,0.6,2.5,3,340,0,C 
02-07-2021,17.8,28,22.6,80,16,0.4,3,110,1,C 
03-07-2021,18,26.6,21.2,85,0,9.3,3,300,1,C 
04-07-2021,17.8,26.6,21.5,80,0,8.1,2,310,0,C 
05-07-2021,18,26.2,21.6,88,0,6.8,5,310,1,C 
06-07-2021,17.6,26.5,21.5,76,0,6.8,2,310,0,C 
07-07-2021,17.4,25.4,20.6,80,0,7,2,290,0,C 
08-07-2021,17.5,27.3,21.6,73,0,5,3,330,0,C 
09-07-2021,17.8,26.2,21.7,83,0,8.8,3,310,0,C 
10-07-2021,18.8,25.7,21.9,85,2.6,3.3,5,80,1,C 
10-07-2021,18.8,25.7,21.9,85,2.6,3.3,5,80,1,C 
11-07-2021,18.7,28.1,22.9,77,8888,1.9,5,70,2,C 
12-07-2021,19.7,28.6,23,71,0,5.9,4,20,1,C 
13-07-2021,18.2,26.5,21.4,82,0,9.1,4,2,1,C 
14-07-2021,18.1,25.4,21.1,75,0,4.3,3,340,0,C 
15-07-2021,17.5,26.6,21.2,69,0,2,3,320,1,C 
16-07-2021,17.2,27.1,21.1,76,0,6,4,310,1,C 
17-07-2021,17.7,26.2,21.3,75,0,8.4,3,300,0,C 
18-07-2021,17.8,26.7,21.9,74,0,5.2,2,300,0,C 
19-07-2021,18.6,24.8,20.9,91,0,5.9,3,310,0,C 
20-07-2021,18.4,24,20.7,90,4.2,2.3,3,310,0,C 
21-07-2021,18.6,24.8,21.1,90,3.8,3.6,4,310,1,C 
22-07-2021,18.6,25.2,21.4,91,1,3.4,2,290,0,C 
23-07-2021,19.2,24.8,21.2,92,0,0.7,3,310,0,C 
24-07-2021,18.7,23.6,20.9,92,23.5,1.1,2,320,0,C 
25-07-2021,18.3,26.3,22,58,14.6,1.7,3,310,1,C 
26-07-2021,16.2,27.2,21.3,66,0,9.2,2,60,0,C 
27-07-2021,16.5,27.5,21.2,70,0,9.2,2,270,0,C 
28-07-2021,17.2,26.6,21,77,0,9.3,3,320,1,C 
29-07-2021,17,26.2,21.2,77,0,8.2,3,300,1,C 
30-07-2021,17.6,27.7,21.9,78,-,7.5,2,250,0,C 
31-07-2021,18.3,25.5,21.3,91,0,8,2,320,0,C 
01-08-2021,18.6,24.8,20.6,93,27,2.1,2,290,0,C 
02-08-2021,19.4,25.4,21.5,89,48.5,2.4,3,320,0,C 
03-08-2021,18,25.3,20.9,87,0.3,3.4,3,330,0,C 
04-08-2021,18.2,26,20.9,91,0.3,3.9,3,200,0,C 
05-08-2021,18,26.8,20.9,86,20.8,5.4,3,120,0,C 
06-08-2021,17.6,28.2,22.2,74,6,3.1,3,80,1,C 
07-08-2021,18,28.6,22.5,76,0,7.1,3,110,0,C 
07-08-2021,18,28.6,22.5,76,0,7.1,3,110,0,C 
08-08-2021,18.4,25.8,21.9,88,0,6.4,2,230,0,C 
09-08-2021,19.5,26.3,21.7,90,6.8,2.7,2,300,1,C 
10-08-2021,19.6,25,21.9,91,13.6,3,3,260,1,C 
11-08-2021,17.3,27,21.4,79,0,3,3,280,0,C 
12-08-2021,17,28.2,22.4,66,0,8.1,3,100,1,C 
13-08-2021,18.9,26.4,22,85,0,8.8,4,80,0,C 
14-08-2021,18.3,27,21.5,87,0,3.1,3,320,0,C 
15-08-2021,19,28,22.9,75,0,7.1,3,110,1,C 
16-08-2021,18.3,28,22.2,79,0,9.1,3,100,1,C 
17-08-2021,18.6,25.7,22,81,0,8.2,3,260,1,C 
18-08-2021,19.3,25.4,20.4,92,8888,5.1,2,270,0,C 
19-08-2021,18,24,20.2,89,25.2,2.5,2,340,0,C 
20-08-2021,18.2,24.4,20.8,88,11.9,2.5,3,320,0,C 
21-08-2021,18.4,24.2,20.6,90,0,5,3,290,0,C 
22-08-2021,17.8,26.4,21.7,86,4.1,1.7,2,310,0,C 
23-08-2021,18.6,27.4,22,84,0,4.8,3,320,1,C 
24-08-2021,18.5,25.7,21.1,86,1,6.6,3,310,0,C 
25-08-2021,17.7,25.9,20.9,83,8888,4.2,4,310,1,C 
26-08-2021,17.8,26.5,21.6,80,0,7.2,3,310,1,C 
27-08-2021,16.9,26.4,21.2,78,0,6.7,3,280,1,C 
28-08-2021,16.9,27.2,21.4,82,0.2,8.5,3,300,0,C 
29-08-2021,18,23.9,20.9,88,0,7.1,2,320,0,C 
30-08-2021,18,27.2,21.8,85,8888,0.7,3,300,1,C 
31-08-2021,18.8,25,21.7,88,0,5.6,4,330,0,C 
01-09-2021,18,27.8,21.7,85,8888,3.1,3,300,0,C 
02-09-2021,18,26.4,21,85,0,8.2,3,330,0,C 
03-09-2021,18,25.9,21.4,84,8888,4.9,3,300,0,C 
04-09-2021,17.8,26.5,21.5,78,0,5.5,3,340,1,C 
05-09-2021,18.6,26,21.9,86,0,7.2,4,320,1,C 
06-09-2021,19.8,26.1,21.7,90,0,3.9,3,300,1,C 
07-09-2021,18.8,24.4,21.1,89,24,1.4,3,300,0,C 
08-09-2021,17.4,26.3,20.2,86,1.5,2.3,2,250,0,C 
09-09-2021,16,25.8,20.4,76,3.1,4.9,4,320,0,C 
10-09-2021,17.4,26.3,21.6,78,0,9.2,3,310,0,C 
11-09-2021,18.5,26,21.4,87,0,8,3,330,1,C 
12-09-2021,19.2,25.6,21.6,90,8888,4,3,350,0,C 
13-09-2021,19,28.2,22.7,83,24.8,1.6,3,100,1,C 
14-09-2021,19.4,23.4,21,90,8.7,8.8,2,300,0,C 
15-09-2021,19,25.2,20.9,91,13.1,0,5,330,0,C 
16-09-2021,17.8,27,22.1,86,24.7,2.7,3,320,0,C 
17-09-2021,18.5,28.6,23,80,0,6,3,20,1,C 
18-09-2021,19.2,28.4,23.3,70,0,8.1,3,40,0,C 
18-09-2021,19.2,28.4,23.3,70,0,8.1,3,40,0,C 
19-09-2021,19,25.7,21.4,89,0.4,7.8,3,330,1,C 
20-09-2021,17.5,25.6,21,88,10.3,3.4,2,250,0,C 
21-09-2021,17.5,25.4,20.6,86,0,5.3,4,290,1,C 
22-09-2021,18.4,26.1,21.7,80,50.5,5.1,2,10,0,C 
23-09-2021,19,28.1,23,75,0,2.4,4,10,1,C 
24-09-2021,19.4,26.8,22.8,81,1,5.6,4,50,1,C 
25-09-2021,18.6,28,22.2,84,0.3,5.7,3,70,1,C 
26-09-2021,18.4,26.5,21.7,83,5,6.6,4,300,1,C 
27-09-2021,18.8,26.4,21.6,91,18,5.7,4,310,1,C 
28-09-2021,19.1,25.4,21.7,90,2,2.9,4,310,1,C 
29-09-2021,19,26.7,22,86,0.2,4.4,2,320,0,C 
30-09-2021,18.2,26.2,21.5,87,0,5.7,4,360,1,C 
01-10-2021,18.4,26.2,21.7,88,53.1,6.3,2,300,0,C 
02-10-2021,18.8,27.8,21.8,79,0,2,2,340,0,C 
03-10-2021,18.4,26.4,21.3,85,8888,4.7,3,300,1,C 
04-10-2021,19,26.7,22.3,86,8.7,5.7,3,310,1,C 
05-10-2021,17.7,27.6,22.2,76,0,4.6,3,300,1,C 
06-10-2021,18.6,25.8,21.6,84,0,9.3,2,300,0,C 
07-10-2021,18,26.4,21.6,80,0,6.6,3,310,0,C 
08-10-2021,18.2,26,21.4,81,0,7,2,320,0,C 
09-10-2021,18.5,27,22.1,84,0.4,6,3,290,1,C 
10-10-2021,18.2,28.1,22,86,0,7.9,4,290,1,C 
11-10-2021,18.3,28.1,22,83,0,7.2,3,320,0,C 
12-10-2021,18,27.3,21.9,83,3.2,4.5,2,270,0,C 
13-10-2021,18.6,26.2,21.9,89,17.7,6.4,3,320,0,C 
14-10-2021,18.3,26.8,21.9,86,4,3.8,4,350,1,C 
15-10-2021,19.2,27,21.9,88,0,5.7,2,340,0,C 
16-10-2021,19.4,27.6,22.6,87,1.5,5.6,3,310,1,C 
17-10-2021,19.5,28.6,22.8,86,0.2,7,2,260,0,C 
18-10-2021,20,23.5,20.8,95,13.3,6.3,2,360,0,C 
19-10-2021,18,24.5,20.1,92,12.6,1.2,2,340,0,C 
20-10-2021,17.5,25.5,21.6,87,24.5,2,1,300,0,C 
21-10-2021,19.6,26.2,22.1,92,3.5,3.2,3,300,0,C 
22-10-2021,18.6,26.1,22.2,89,8888,3.1,2,280,0,C 
23-10-2021,18.5,25.3,22,89,16.8,3.4,3,300,0,C 
24-10-2021,18.4,27.3,22.3,84,0,2.9,3,350,1,C 
25-10-2021,19.5,26.2,22.1,88,0,6.5,3,320,0,C 
26-10-2021,18.4,26.2,21.3,87,6,4.5,3,340,1,C 
27-10-2021,18.7,24.8,21.1,93,7.7,5.6,3,310,0,C 
28-10-2021,18.8,24.2,21.1,93,35.2,2.8,3,310,0,C 
29-10-2021,18.3,25.5,22.1,87,63.4,1.7,3,320,0,C 
30-10-2021,18.4,25.4,21.4,87,12.4,4.2,3,330,0,C 
31-10-2021,19,26,21.8,91,26.8,4,3,290,0,C 
01-11-2021,18.8,23.7,20.8,93,40,3,2,320,0,C 
02-11-2021,19,23.8,20.7,90,6.7,1.3,2,280,0,C 
03-11-2021,18.5,24.7,21.2,90,21.7,0.6,2,270,0,C 
04-11-2021,19,25.2,22.3,88,1.5,3.3,2,330,0,C 
05-11-2021,18.4,25.3,21.8,88,8.4,3.2,3,300,0,C 
06-11-2021,18.9,27.2,22.2,92,18.7,2.2,12,90,1,C 
07-11-2021,19.7,25.1,21.4,92,8.6,3.8,3,310,0,C 
08-11-2021,18.8,26.5,22.4,86,33.8,1.5,4,330,1,C 
09-11-2021,19.5,25.4,21.9,91,-,6.1,3,320,1,C 
10-11-2021,19.4,25.3,21.8,90,26.7,1.4,2,340,0,C 
11-11-2021,19,24.2,21.5,85,4.8,0,2,290,0,C 
12-11-2021,18.8,26.2,21.8,86,0.2,0,2,290,0,C 
13-11-2021,19,24.9,21.4,90,5.4,0.2,2,360,0,C 
14-11-2021,19.4,25.6,22,86,6,0.8,2,350,0,C 
15-11-2021,19.2,23.5,21,92,4.2,2.8,3,310,0,C 
16-11-2021,18.8,25.7,22,86,1,0,4,330,1,C 
17-11-2021,19.8,24.9,22,89,0.3,3.3,3,340,0,C 
18-11-2021,19.1,25,22.1,87,0,3,3,320,1,C 
19-11-2021,20.2,23.2,20.6,97,3.5,3,3,250,1,C 
20-11-2021,19,25,21.4,80,18.9,0,1,300,0,C 
21-11-2021,20,24.8,22.2,81,0.2,0.6,3,300,0,C 
22-11-2021,19.8,25.6,22.1,90,0.5,3.1,4,330,1,C 
23-11-2021,19.9,24.7,21.5,86,-,2.4,3,230,1,C 
24-11-2021,19.8,26.1,22.4,79,0.9,1.7,2,300,0,C 
25-11-2021,19.2,28,22.5,73,-,2.5,4,300,1,C 
26-11-2021,19.5,26.4,22.4,81,0.5,6.2,3,280,0,C 
27-11-2021,18.5,25.7,20.8,88,2.3,-,4,360,1,C 
28-11-2021,18.6,25.6,21.8,83,55.8,2,2,240,0,C 
29-11-2021,18.3,26.1,21.2,89,3.7,3.4,3,190,0,C 
30-11-2021,19.3,24,21.2,92,69.5,3.7,4,0,0,C 
01-12-2021,19.2,26,22,80,26.8,1.5,3,340,0,C 
02-12-2021,18.6,27.2,22.6,82,0,3,4,290,1,C 
03-12-2021,19.4,25.9,22.3,81,0,5.8,2,320,0,C 
04-12-2021,19.7,22.5,20.1,93,0.1,0.3,2,300,0,C 
05-12-2021,18.6,24.1,21.2,88,16.5,0,2,100,0,C 
06-12-2021,19.7,24.6,20.9,91,8.3,0,2,320,0,C 
07-12-2021,19.2,21.7,19.9,98,53.3,0.6,3,300,1,C 
08-12-2021,19.4,24.6,21.6,89,37.7,0,3,360,0,C 
09-12-2021,19.2,25.4,20.9,93,3.7,2.1,3,320,1,C 
10-12-2021,18.1,23.7,21.1,92,14.6,2.4,2,250,0,C 
11-12-2021,19,23.7,20.7,94,38,0.5,3,320,0,C 
12-12-2021,18.9,26.4,21.6,86,30,1,2,120,0,C 
13-12-2021,17.8,26.6,22.3,86,0.1,3.6,2,330,0,C 
14-12-2021,18.6,26.3,21.6,89,0.1,3,2,290,0,C 
15-12-2021,19.2,24.8,21.5,91,1.7,3.2,3,20,0,C 
16-12-2021,18.8,25,20.7,93,3.9,2.5,3,300,0,C 
17-12-2021,18.7,25.5,21,92,37.9,1.6,3,320,0,C 
18-12-2021,18,27,22.5,85,53.3,2.6,2,340,0,C 
19-12-2021,19,25.7,22.2,87,0.7,2,3,290,0,C 
20-12-2021,19.4,25.4,21.3,92,4.8,2,3,300,0,C 
21-12-2021,19.2,22.7,20,95,6.3,1.1,3,330,0,C 
22-12-2021,17.8,25.4,21.1,92,36.4,0,3,340,1,C 
23-12-2021,18.2,24.4,20.6,91,18.3,0.6,2,260,0,C 
24-12-2021,18.6,25.8,21.2,86,21,0.6,3,300,0,C 
25-12-2021,19,25.2,21.2,89,1.8,1,3,340,0,C 
26-12-2021,18.2,25.5,21.7,84,1.8,1.2,5,320,1,C 
27-12-2021,19.2,25.1,21.3,89,0,1.1,3,310,1,C 
28-12-2021,19,25.1,20.8,93,5,3.4,3,310,0,C 
29-12-2021,19.2,24.2,20.6,92,8.5,2.4,4,350,1,C 
30-12-2021,18.6,24.4,21.5,89,14.5,0,2,310,0,C 
31-12-2021,18.6,27.1,21.8,78,0.9,0.2,3,230,1,C 